Costitems,CostType,hours,customer,estimator,status,projectName,dateUpdated,dateCreated,projectNumber,Quantity,cost,sales
#6 Rebar - 20' Pc,Part,0,Paul Risk Construction,Steffy Rick,Bid Submitted,Mercedes of Wilmington PR,1/16/2026,9/8/2025,2508 - MOWPR,71.4,"$1,078.85 ","$1,445.66 "
Travel Labor,Labor,28.6,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Shank Door Main Building,1/16/2026,10/28/2025,2506-SDMB,28.6,"$1,086.80 ","$1,445.44 "
Travel Labor,Labor,28.6,Wohlsen Construction Company,Steffy Rick,Lost,Crossroads Beverage,1/16/2026,4/2/2025,CB - 25 - 001,28.6,"$1,086.80 ","$1,445.44 "
Travel Labor,Labor,14.4,"Ames Construction, Inc.",Steffy Rick,Bid Submitted,WaWa #8191 Hummelstown Ames,1/16/2026,7/2/2025,2506 - WH,14.4,"$1,094.40 ","$1,444.60 "
15 mil Viper II Plastic Class A Roll (14'x140'),Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Retail Buildings D & H,1/16/2026,4/3/2025,WR-25-001,3,"$1,077.84 ","$1,444.31 "
15 mil Viper II Plastic Class A Roll (14'x140'),Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Lost,Willow Grove Retail Buildings H,1/16/2026,5/12/2025,WR-25-001,3,"$1,077.84 ","$1,444.31 "
Spreadfooting Labor ,Labor,20,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Mechanicsburg Volunteer Fire Department,1/16/2026,7/24/2025,2505-MF,20,"$1,109.40 ","$1,442.22 "
Boom Pump Rental w/Operator,Subcontractor,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Weavertown Mennonite School,1/16/2026,11/26/2025,2511-WMS,1,"$1,299.03 ","$1,441.92 "
Boom Pump Rental w/Operator,Subcontractor,0,"C. Raymond Davis & Sons, Inc.",Steffy Rick,Bid Submitted,Mercedes of Wilmington,1/16/2026,8/26/2025,2508 - MOW,1,"$1,286.84 ","$1,441.26 "
Boom Pump Rental w/Operator,Subcontractor,0,Paul Risk Construction,Steffy Rick,Bid Submitted,Mercedes of Wilmington PR,1/16/2026,9/8/2025,2508 - MOWPR,1,"$1,286.84 ","$1,441.26 "
Wire Mesh 4 ga (4x4) 5'x10' Sheet,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,42,"$1,091.58 ","$1,440.89 "
Somero SRS4 (boom screed) (8 hr minimum),Equipment,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Earl R Martin- Truck Shop,1/16/2026,8/13/2025,2508-ERM,1,"$1,440.00 ","$1,440.00 "
Somero SRS4 (boom screed) (8 hr minimum),Subcontractor,0,IMC Construction,Stoltzfus Jr Isaac,Lost,SPD Jaindl Farms ,1/16/2026,3/17/2025,JF-25-001,1,"$1,440.00 ","$1,440.00 "
Somero SRS4 (boom screed) (8 hr minimum),Equipment,0,Universe Construction LLC,Stoltzfus Jr Isaac,Lost,Fisher Project,1/16/2026,5/16/2025,2505-FP,1,"$1,440.00 ","$1,440.00 "
Foundation Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,7.65,"$1,074.44 ","$1,439.75 "
Site Concrete  ,Part,0,"Hench General Contracting, LLC",Steffy Rick,Bid Submitted,Greenscapes,1/16/2026,9/17/2025,2509 - GS,8,"$1,081.20 ","$1,438.00 "
 3000 Psi DVC Concrete,Part,0,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,8,"$1,097.68 ","$1,437.96 "
Slab On Grade Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,In Progress,Burkholder Tractor,1/16/2026,9/27/2025,2509 - BT,7,"$1,031.38 ","$1,436.85 "
Slab On Grade Labor ,Labor,28,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Travel Labor,Labor,28,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Slab On Grade Labor ,Labor,28,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Accepted,Giant #6582,1/16/2026,12/3/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Slab On Grade Labor ,Labor,28,Lynmar Builders,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/30/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Travel Labor,Labor,28,Lynmar Builders,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/30/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Slab On Grade Labor ,Labor,28,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
Travel Labor,Labor,28,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,28,"$1,064.00 ","$1,436.40 "
TK Kure & Seal WB  5 gal,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Ladder Tower Addition,1/16/2026,7/21/2025,2507-LTA,12.57,"$1,076.62 ","$1,431.91 "
Washouts  ,Part,0,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/9/2025,2506 - PV,9,$715.50 ,"$1,431.00 "
"#4 Rebar Horizontal At 12"" On Center - 20' Pc",Part,0,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/8/2025,2506 - PV,157.63,$986.76 ,"$1,430.81 "
Management,Labor,10,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Mechanicsburg Volunteer Fire Department,1/16/2026,7/24/2025,2505-MF,10,"$1,100.00 ","$1,430.00 "
#4 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/13/2025,CA-25-001,143,"$1,026.74 ","$1,427.17 "
 1. Labor,Labor,30,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/8/2025,GR-25-001 ,30,"$1,065.00 ","$1,427.10 "
8. Travel Labor,Labor,30,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/7/2025,GR-25-001 ,30,"$1,065.00 ","$1,427.10 "
Spreadfooting Labor ,Labor,30,IMC Construction,Stoltzfus Jr Isaac,Lost,SPD Jaindl Farms ,1/16/2026,3/14/2025,JF-25-001,30,"$1,065.00 ","$1,427.10 "
F100 Fiber Mesh,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Paneling Sales- Main Building,1/16/2026,8/21/2025,PAN-25-001,106.53,"$1,072.76 ","$1,426.77 "
ADA Plate 2'x5',Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,7,"$1,064.49 ","$1,426.42 "
Travel Labor,Labor,27,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,27,"$1,026.00 ","$1,426.14 "
Management,Labor,9.6,Groffdale Concrete Walls,Steffy Rick,Bid Submitted,The Residences At Mill Creek,1/16/2026,7/15/2025,2507 - TRMC,9.6,"$1,056.00 ","$1,425.60 "
Travel Labor,Labor,24.5,Conowongo Builders,Steffy Rick,Lost,Hanover Community Church,1/16/2026,10/30/2025,2510 - HCC,24.5,$931.00 ,"$1,424.43 "
V-Seal 102 5 gal,Part,0,AB Martin,Stoltzfus Jr Isaac,In Progress,AB Martin 34 Denver Road,1/16/2026,8/2/2025,2508-AB,5.69,"$1,069.66 ","$1,422.65 "
 4000 Psi Rohrers Concrete,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,7.5,"$1,061.33 ","$1,422.18 "
4000 Psi Rohrers Concrete,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,7.5,"$1,061.33 ","$1,422.18 "
 4000 Psi Rohrers Concrete,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,7.5,"$1,061.33 ","$1,422.18 "
4000 Psi Rohrers Concrete,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,7.5,"$1,061.33 ","$1,422.18 "
Site Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,7.5,"$1,069.28 ","$1,422.14 "
Site Concrete  ,Part,0,EGStoltzfus Commercial Construction,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,7.5,"$1,069.28 ","$1,422.14 "
Site Concrete  ,Part,0,High Construction Company,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,7.5,"$1,069.28 ","$1,422.14 "
Site Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Lost,The Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/4/2025,MH-25-001,7.5,"$1,069.28 ","$1,422.14 "
Boom Pump Rental w/Operator,Subcontractor,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,1,"$1,269.35 ","$1,421.67 "
Slab On Grade Wood Forms ,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/17/2025,RM-25-001,747,"$1,060.74 ","$1,421.39 "
Slab On Grade Wood Forms ,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,747,"$1,060.74 ","$1,421.39 "
4000 Psi Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,7,"$1,022.00 ","$1,420.58 "
Wire Mesh 6 ga  (2.9x2.9 6x6) 8'x15' Sheet,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,19,"$1,066.28 ","$1,418.16 "
Wire Mesh 6 ga  (2.9x2.9 6x6) 8'x15' Sheet,Part,0,EGStoltzfus Commercial Construction,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,19,"$1,066.28 ","$1,418.16 "
"GreenGuard Scoreboard 2""x4'x8'",Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,17,"$1,019.49 ","$1,417.09 "
3000 Psi Trans-Fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/23/2025,2508 - OT,7,"$1,065.19 ","$1,416.70 "
3000 Psi Trans-Fleet Concrete  ,Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/16/2025,2508 - OT,7,"$1,065.19 ","$1,416.70 "
 1. Labor,Labor,30,Ebersole Builders,Steffy Rick,Bid Submitted,Landis Homes Healthcare Suite,1/16/2026,1/6/2025,LH - 25 - 001,30,"$1,065.00 ","$1,416.45 "
 1. Labor,Labor,30,Heck Construction,Steffy Rick,Bid Submitted,Landis Homes Healthcare Suite,1/16/2026,1/3/2025,LH - 25 - 001,30,"$1,065.00 ","$1,416.45 "
 1. Labor,Labor,30,"Hoover Building Specialists, Inc.",Steffy Rick,Lost,Clark Transport Addition,1/16/2026,12/30/2024,CTA - 24 - 001,30,"$1,065.00 ","$1,416.45 "
Travel Labor,Labor,30,"Hoover Building Specialists, Inc.",Swinehart Shelly,Lost,Modern Country Homes,1/16/2026,3/14/2025,MCH-25-001,30,"$1,065.00 ","$1,416.45 "
 1. Labor,Labor,30,"Hoover Building Specialists, Inc.",Swinehart Shelly,Delayed,Mountain Supply,1/16/2026,3/4/2025,MOU-25-001,30,"$1,065.00 ","$1,416.45 "
Bollards Labor,Labor,30,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Stevens Feed Mill Schoeneck,1/16/2026,10/20/2025,2509 - SFMS,30,"$1,065.00 ","$1,416.45 "
3000 PSI Concrete,Part,0,Heck Construction,Steffy Rick,Bid Submitted,Landis Homes Healthcare Suite,1/16/2026,1/3/2025,LH - 25 - 001,8,"$1,064.24 ","$1,415.44 "
Travel Labor,Labor,28,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,28,"$1,064.00 ","$1,415.12 "
Travel Labor,Labor,28,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,West Shore Country Club Addition,1/16/2026,7/16/2025,2507-WS,28,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,28,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Westminster Presbyterian Addition,1/16/2026,11/26/2025,2505-WP,28,"$1,064.00 ","$1,415.12 "
Travel Labor,Labor,28,CH+N Site,Steffy Rick,In Progress,Middletown Area Primary School,1/16/2026,4/1/2025,MAPS - 25 - 001,28,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,28,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Cozy Cabins,1/16/2026,8/13/2025,2508-CC,28,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,28,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Foxcraft Cabinets,1/16/2026,12/30/2025,2511-FC,28,"$1,064.00 ","$1,415.12 "
Travel Labor,Labor,28,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Weiler Walls,1/16/2026,11/10/2025,WWS-25-001,28,"$1,064.00 ","$1,415.12 "
Foundation Labor ,Labor,28,Scenic Ridge Construction,Steffy Rick,Bid Submitted,Pro Ag,1/16/2026,9/10/2025,2509 - PA,28,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,14,Brecknock Builders LLC,Steffy Rick,Lost,Valley View Doors,1/16/2026,11/13/2025,2511 - VVD,14,"$1,064.00 ","$1,415.12 "
Travel Labor,Labor,14,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,14,"$1,064.00 ","$1,415.12 "
Spreadfooting Labor ,Labor,14,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/1/2025,2506 - CL ,14,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,14,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Farmer Boy Ag,1/16/2026,12/10/2025,2512-FBA,14,"$1,064.00 ","$1,415.12 "
Site Concrete Labor ,Labor,14,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/18/2025,2509-MAR,14,"$1,064.00 ","$1,415.12 "
Slab On Grade Labor ,Labor,14,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Offroad Motorsports,1/16/2026,9/4/2025,2509-ORMS,14,"$1,064.00 ","$1,415.12 "
Slab On Grade Labor ,Labor,14,"Hoover Building Specialists, Inc.",Steffy Rick,In Progress,Paragon Computing Solutions,1/16/2026,8/14/2025,2508 - PCS,14,"$1,064.00 ","$1,415.12 "
Management,Labor,19.2,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/19/2025,2508 - HLC,19.2,"$1,056.00 ","$1,415.04 "
Wire Mesh 10 ga (1.4x1.4 6x6) 5'x10' Sheet,Part,0,Heck Construction,Steffy Rick,Bid Submitted,Gish Furniture Sitework ,1/16/2026,12/18/2025,2512 - GFS,156,"$1,063.92 ","$1,415.01 "
Kubota Excavator KX033,Equipment,0,High Construction Company,Steffy Rick,Bid Submitted,Kettle And Fire Cooling Tower Pad,1/16/2026,8/22/2025,2508 - KFCTP,14,"$1,260.00 ","$1,411.20 "
Travel Labor,Labor,27.7,"C. Raymond Davis & Sons, Inc.",Steffy Rick,Bid Submitted,Mercedes of Wilmington,1/16/2026,8/26/2025,2508 - MOW,27.7,"$1,052.60 ","$1,410.48 "
Travel Labor,Labor,27.7,Paul Risk Construction,Steffy Rick,Bid Submitted,Mercedes of Wilmington PR,1/16/2026,9/8/2025,2508 - MOWPR,27.7,"$1,052.60 ","$1,410.48 "
Management,Labor,16.5,CCS Building Group,Steffy Rick,In Progress,Memory Care 3A,1/16/2026,11/3/2025,2510 - MC3A,16.5,$907.50 ,"$1,408.44 "
Boom Pump Rental w/Operator,Subcontractor,0,CCS Building Group,Steffy Rick,In Progress,Memory Care 3A,1/16/2026,11/3/2025,2510 - MC3A,1,"$1,256.37 ","$1,407.13 "
4500 Psi DVC Concrete,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/6/2025,GR-25-001 ,7,"$1,049.93 ","$1,406.91 "
 1. Labor,Labor,30,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,30,"$1,065.00 ","$1,405.80 "
 1. Labor,Labor,30,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,30,"$1,065.00 ","$1,405.80 "
3. Spreadfooting Labor ,Labor,30,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,30,"$1,065.00 ","$1,405.80 "
 1. Labor,Labor,30,BN Excavating Inc.,Stoltzfus Jr Isaac,Lost,Poplar Church Road Site,1/16/2026,12/23/2024,PC - 24 - 001,30,"$1,065.00 ","$1,405.80 "
8. Travel Labor,Labor,10,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,10,"$1,065.00 ","$1,405.80 "
"Chairs 3"" ",Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Stevens Feed Mill Schoeneck,1/16/2026,10/20/2025,2509 - SFMS,528,"$1,056.00 ","$1,404.48 "
L&M Curing Compound,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,18.53,"$1,046.76 ","$1,402.66 "
#5 Rebar - 20' Pc,Part,0,Universe Construction LLC,Stoltzfus Jr Isaac,Lost,Fisher Project,1/16/2026,5/16/2025,2505-FP,108,"$1,054.08 ","$1,401.93 "
F100 Fiber ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,104.67,"$1,054.03 ","$1,401.86 "
Slab On Grade Concrete  ,Part,0,Brecknock Builders LLC,Steffy Rick,Lost,Valley View Doors,1/16/2026,12/30/2025,2511 - VVD,7.5,"$1,053.38 ","$1,400.99 "
Slab On Grade Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Village Farm Market ,1/16/2026,12/31/2025,2512 - VFM,7.5,"$1,053.38 ","$1,400.99 "
Rebar #8 - 20' pc,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,41,"$1,045.09 ","$1,400.42 "
Rebar #8 - 20' pc,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,41,"$1,045.09 ","$1,400.42 "
Rebar #8 - 20' pc,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,41,"$1,045.09 ","$1,400.42 "
"Chairs 3"" (5' section)",Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Lost,Willow Grove Retail Buildings D,1/16/2026,5/13/2025,WR-25-001,550,"$1,045.00 ","$1,400.30 "
Management,Labor,19,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,19,"$1,045.00 ","$1,400.30 "
Wood Forming ,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/3/2025,GR-25-001 ,720,"$1,044.00 ","$1,398.96 "
#4 Rebar - 20' Pc,Part,0,EGStoltzfus Commercial Construction,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,84,"$1,051.68 ","$1,398.74 "
4500 Psi Concrete  ,Part,0,"C. Raymond Davis & Sons, Inc.",Stoltzfus Jr Isaac,Bid Submitted,Chabad House,1/16/2026,11/26/2025,2511-CH,6,$978.00 ,"$1,398.54 "
Supervision ,Labor,21,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,21,"$1,050.00 ","$1,396.50 "
Foundation Concrete  ,Part,0,CCS Building Group,Steffy Rick,Bid Submitted,Willow Valley Lakes Core Phase 2,1/16/2026,11/13/2025,2511 - WVLC2,3.75,"$1,053.38 ","$1,395.80 "
Slab On Grade Wood Forms ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,739,"$1,049.38 ","$1,395.68 "
Spreadfooting Labor ,Labor,27,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Estimating,Wawa #8236 ,1/16/2026,12/30/2025,2012 - WA ,27,"$1,026.00 ","$1,395.36 "
Foundation Labor ,Labor,24,Conowongo Builders,Steffy Rick,Lost,Hanover Community Church,1/16/2026,10/30/2025,2510 - HCC,24,$912.00 ,"$1,395.36 "
Travel Labor,Labor,27.4,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,27.4,"$1,041.20 ","$1,395.21 "
Travel Labor,Labor,6.9,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Cornwall Manor Grandview Circle,1/16/2026,9/4/2025,2509 - CMGC,6.9,"$1,048.80 ","$1,394.92 "
4000 Psi Rohrers Concrete,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Fresh Express Cull Waste Expansion,1/16/2026,8/12/2025,2508 - FE ,7,"$1,048.04 ","$1,393.89 "
L&M Curing Compound,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/18/2025,2508 - HLC,18.41,"$1,039.98 ","$1,393.57 "
Foundation Concrete  ,Part,0,CH+N Site,Steffy Rick,In Progress,Middletown Area Primary School,1/16/2026,4/1/2025,MAPS - 25 - 001,7.75,"$1,047.41 ","$1,393.06 "
Boom Pump Rental w/Operator,Subcontractor,0,Brecknock Builders LLC,Steffy Rick,Bid Submitted,Melard Coach ,1/16/2026,12/22/2025,2512 - MC,1,"$1,243.38 ","$1,392.59 "
Class AA DVC Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,5.5,$994.02 ,"$1,391.62 "
Rebar #5 - 20' pc,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,12/30/2024,GR-25-001 ,84,"$1,038.24 ","$1,391.24 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,Weaver Construction,Stoltzfus Jr Isaac,Bid Submitted,Lancaster Archery,1/16/2026,12/1/2025,2506-LA,67,$993.61 ,"$1,391.05 "
Travel Labor,Labor,27.5,"Hoover Building Specialists, Inc.",Swinehart Shelly,Delayed,Gateway Church,1/16/2026,10/13/2025,2510-GC,27.5,"$1,045.00 ","$1,389.85 "
4500 Psi Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Members First Gettysburg ,1/16/2026,12/15/2025,2512-MF,5,$925.00 ,"$1,387.50 "
"Bollard Sch 40 6""x78"" with cap (primed)",Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/19/2025,2509-MAR,6,"$1,042.86 ","$1,387.00 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,Heck Construction,Steffy Rick,Bid Submitted,Chester County SWA HHW Facility,1/16/2026,11/26/2025,2511 - CCSWA,70,"$1,033.90 ","$1,385.43 "
#5 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/1/2025,2506 - CL ,93,"$1,041.60 ","$1,385.33 "
"#5 Rebar - 20' Pc 16"" On Center Each Way ",Part,0,Heck Construction,Steffy Rick,Bid Submitted,Cloister Warehouse,1/16/2026,11/18/2025,2511 - CW,93,"$1,041.60 ","$1,385.33 "
Travel Labor,Labor,27.4,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Cornwall Manor Grandview Circle,1/16/2026,9/3/2025,2509 - CMGC,27.4,"$1,041.20 ","$1,384.80 "
Travel Labor,Labor,27.4,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Shank Door Main Building,1/16/2026,10/28/2025,2506-SDMB,27.4,"$1,041.20 ","$1,384.80 "
Travel Labor,Labor,26,Warfel Construction,Steffy Rick,In Progress,Veritas Academy,1/16/2026,12/10/2025,2511 - VA,26,$988.00 ,"$1,383.20 "
Travel Labor,Labor,26,Weaver Construction,Stoltzfus Jr Isaac,Bid Submitted,Lancaster Archery,1/16/2026,12/1/2025,2506-LA,26,$988.00 ,"$1,383.20 "
Management,Labor,12.5,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,11/3/2025,2510 - HFW,12.5,$687.50 ,"$1,381.88 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,Caritas Construction,Stoltzfus Jr Isaac,Bid Submitted,Orchard Square 2,1/16/2026,6/17/2025,2506-OS ,70,"$1,038.10 ","$1,380.67 "
#5 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,44,$985.60 ,"$1,379.84 "
